Week_ending_Friday,Dubai,Cost,Price,Margin
8/16/2013,132.2074037,95.90165538,214.0503106,25.63804945
8/23/2013,135.0076524,96.05141079,213.6217391,25.11562324
8/30/2013,143.0530633,101.3612812,215.7645963,21.6691069
9/6/2013,140.8184626,102.426277,216.6217391,21.34945272
9/13/2013,135.1968055,95.98699034,217.3360248,28.40985736
9/20/2013,129.9954065,92.78213768,213.9074534,28.63334355
9/27/2013,127.8517912,92.36548021,212.6217391,27.9319886
10/4/2013,127.0838862,92.33587929,210.7645963,26.34668269
10/11/2013,129.1337254,93.26124232,207.1217391,22.25361779
10/18/2013,127.8149799,92.60953091,207.1217391,22.9053292
10/25/2013,125.8259325,90.84995842,207.1217391,24.66490169
11/1/2013,128.4704176,92.75459043,207.1217391,22.76026968
11/8/2013,124.7657038,90.51000416,207.1217391,25.00485596
11/15/2013,127.506296,93.11561464,207.1217391,22.39924547
11/22/2013,128.6419456,93.32250326,207.1217391,22.19235686
11/29/2013,132.7616578,95.6395568,208.8360248,21.36598655
12/6/2013,132.2776477,95.83352236,211.2645963,23.28382223
12/13/2013,128.8471759,95.40237355,212.1217391,24.46031265
12/20/2013,130.661556,95.54280611,212.1217391,24.31988009
12/27/2013,133.3970864,99.46331797,212.1217391,20.39936823
1/3/2014,129.7095841,99.62395159,214.5744651,22.37153985
1/10/2014,125.2114855,95.74588237,212.6412698,24.56856967
1/17/2014,123.8707977,94.11274938,210.9269841,24.71101943
1/24/2014,125.4636543,95.25100163,210.3555556,23.07587277
1/31/2014,126.7598784,95.88079574,210.3555556,22.44607866
2/7/2014,125.5705807,95.27826109,210.3555556,23.04861331
2/14/2014,126.7849833,97.65313434,210.3555556,20.67374005
2/21/2014,128.1444463,97.50935603,210.3555556,20.81751836
2/28/2014,127.1768634,97.68318053,211.4984127,21.63748269
3/7/2014,125.4254635,96.91910232,212.3555556,23.14690252
3/14/2014,122.680825,95.08924977,212.3555556,24.97675506
3/21/2014,120.9918669,92.33812389,210.3555556,25.98875051
3/28/2014,121.4380577,92.3295258,210.3555556,25.9973486
4/4/2014,119.4151097,92.06762579,208.102599,24.30015594
4/11/2014,119.9093977,93.17000241,207.0604396,22.29155373
4/18/2014,122.2273567,95.0930532,208.7747253,21.85918617
4/25/2014,123.0566433,95.86733234,210.2032967,22.32714305
5/2/2014,122.2160097,94.19534202,211.0604396,24.74447499
5/9/2014,119.9044917,91.70139598,208.9175824,25.37506699
5/16/2014,122.4905643,94.09170471,208.9175824,22.98475826
5/23/2014,124.2379822,95.50608595,210.0604396,22.56416584
5/30/2014,124.6747157,96.62770857,211.7747253,22.93322645
6/6/2014,124.5117765,95.2841176,212.0604396,24.52526463
6/13/2014,124.9386926,94.65503514,212.0604396,25.15434709
6/20/2014,127.184399,96.35705996,212.9175824,24.19766388
6/27/2014,125.8370792,97.31183273,214.0604396,24.23667993
7/4/2014,123.4966567,97.69336814,215.4695038,22.08041777
7/11/2014,120.869486,94.54029763,214.5614907,24.44391166
7/18/2014,119.7973838,93.51749722,213.7043478,24.72137045
7/25/2014,122.0341335,91.75840847,213.7043478,26.4804592
8/1/2014,123.2688606,90.66493888,213.7043478,27.57392879
8/8/2014,121.8937143,88.43986133,211.9900621,28.30832312
8/15/2014,120.5213651,88.46418994,211.7043478,28.0355473
8/22/2014,118.4775645,87.98498837,209.9900621,27.02406564
8/29/2014,120.3903257,90.50948301,209.7043478,24.2511238
9/5/2014,119.5234896,90.95975588,211.4186335,25.29153416
9/12/2014,116.9216965,90.5587334,211.7043478,25.94100384
9/19/2014,117.5388239,91.01836243,211.7043478,25.48137481
9/26/2014,116.7265519,91.61873396,211.7043478,24.88100328
10/3/2014,118.5845006,93.90501651,214.1593168,24.72947634
10/10/2014,114.1887062,90.94986329,214.3413043,27.84287962
10/17/2014,107.7116194,85.32566695,209.4841615,29.24347348
10/24/2014,106.0088983,83.30873323,207.1984472,29.27282956
10/31/2014,106.9810302,85.39173229,206.3413043,26.44448888
11/7/2014,104.1381625,83.0521626,204.9127329,27.54182255
11/14/2014,98.60361628,79.87133232,203.1984472,29.2319696
11/21/2014,94.73004784,76.9808897,200.3413043,29.63794017
11/28/2014,92.23721049,77.82106922,199.4841615,28.05241903
12/5/2014,86.70150095,70.39558537,194.0555901,30.75740599
12/12/2014,79.8831105,66.11447438,191.1127329,32.38711076
12/19/2014,73.78570692,62.23594974,186.6270186,32.34191429
12/26/2014,72.77394305,63.48909469,184.6270186,29.34963891
1/2/2015,68.90001284,59.42655975,183.0415114,32.0334719
1/9/2015,61.31222888,54.50963738,176.6380952,31.38220631
1/16/2015,56.39667892,50.93664963,166.7809524,26.38376549
1/23/2015,57.6908003,53.09926315,165.0666667,22.73046873
1/30/2015,60.48288757,55.25916982,165.0666667,20.57056206
2/6/2015,73.67665653,63.86292539,172.9238095,18.79910464
2/13/2015,74.98308754,66.17177266,179.352381,22.08031947
2/20/2015,77.34262757,67.57651485,184.4952381,25.14762698
2/27/2015,75.5892748,68.13354807,185.0666667,25.08748817
3/6/2015,76.86899772,71.17030843,186.7809524,23.54141103
3/13/2015,74.23515297,71.11100541,187.0666667,23.84916126
3/20/2015,69.56486399,67.76098037,187.352381,27.4476335
3/27/2015,71.15288681,68.10482053,185.352381,25.3646629
4/3/2015,71.00733823,66.75483092,184.1289377,25.65078885
4/10/2015,73.81228658,65.50920501,183.7538462,26.57024817
4/17/2015,78.14569536,69.91002432,185.0395604,23.28744128
4/24/2015,79.63190505,71.07089688,190.7538462,27.09551282
5/1/2015,81.6828606,74.03132432,193.3252747,26.37111022
5/8/2015,86.97044927,76.68360671,198.7538462,28.43932472
5/15/2015,86.36889858,77.98619093,197.7538462,26.26717529
5/22/2015,85.43668241,79.8273306,195.7538462,22.68690519
5/29/2015,84.66250897,78.82983276,195.7538462,23.68440302
6/5/2015,86.45129677,79.98043162,197.4681319,24.02448739
6/12/2015,88.22115385,83.79248383,198.0395604,20.7093296
6/19/2015,88.48984991,84.8878199,201.4681319,22.59535998
6/26/2015,88.46511358,82.2588442,202.7538462,26.34234811
7/3/2015,89.80983878,81.08852269,203.8908505,28.501369
7/10/2015,84.95609581,80.02476383,203.202795,28.96681881
7/17/2015,85.63510949,80.22560807,202.3456522,28.02063295
7/24/2015,83.84678423,79.37318001,202.3456522,28.87306101
7/31/2015,80.761922,77.09107204,199.7742236,28.91914413
8/7/2015,76.22100122,77.02686801,198.202795,27.61688854
8/14/2015,74.53936348,75.65911255,197.3456522,28.23930238
8/21/2015,71.42857143,70.38570492,195.9170807,32.27047399
8/28/2015,68.03535261,64.91792861,190.3456522,32.89352981
9/4/2015,75.12311408,72.6411095,193.202795,27.65482096
9/11/2015,73.20901912,73.77045693,195.4885093,28.51305117
9/18/2015,69.60688503,71.43818354,196.3456522,31.59066618
9/25/2015,70.39042462,72.78443966,196.3456522,30.24441006
10/2/2015,69.30366837,72.45561796,194.471118,28.94320205
10/9/2015,74.41775282,70.56424532,193.0652174,29.61205241
10/16/2015,69.42381942,67.00292716,190.2080745,30.68889852
10/23/2015,65.25138676,62.98684069,186.2080745,31.22672413
10/30/2015,65.92427617,63.54914691,185.0652174,29.67062908
11/6/2015,68.13414049,64.29160136,185.0652174,28.69717463
11/13/2015,64.10687536,63.837477,185.0652174,29.15129899
11/20/2015,59.79229398,61.70695842,183.3509317,29.79113435
11/27/2015,61.48704331,62.58221536,183.0652174,28.6674302
12/4/2015,59.64286793,61.47958346,183.0652174,29.63142209
12/11/2015,52.37242614,58.70750483,177.9223602,27.89679104
12/18/2015,48.77433523,58.67863822,175.7795031,26.06230361
12/25/2015,47.08311822,56.6420308,174.0652174,26.6082278
1/1/2016,46.3422933,56.76667695,173.4862467,25.98012885
1/8/2016,45.51409215,57.1649553,172.7142857,24.9105801
1/15/2016,40.32827121,54.72554195,171.2857143,26.10775743
1/22/2016,37.27940948,52.75398996,168.5714286,25.71906097
1/29/2016,42.93975755,53.65755814,169,25.1881636
2/5/2016,45.81068359,50.01611414,170.7142857,30.32029083
2/12/2016,40.55119588,44.06439072,165.1428571,31.42729375
2/19/2016,44.5986723,47.71040857,161.7142857,24.79990944
2/26/2016,44.86238807,47.97875821,161.7142857,24.53155981
3/4/2016,48.4929692,50.99185809,164.7142857,24.12715557
3/11/2016,52.74895186,55.74645176,168.1428571,22.35392836
3/18/2016,53.4487374,55.92225775,174.7142857,27.89240809
3/25/2016,54.54410784,56.89342218,174.7142857,26.69028366
4/1/2016,50.91465637,55.47315389,174.0036107,27.43483365
4/8/2016,51.49321532,53.34303063,171.3417582,27.25030262
4/15/2016,57.84016775,56.2011377,174.9131868,27.49778561
4/22/2016,58.12717294,54.27429355,174.6274725,28.94518256
4/29/2016,61.29918981,58.18632496,175.4846154,25.77849276
5/6/2016,60.87683394,56.74613979,176.056044,27.53077235
5/13/2016,63.16315434,58.42985762,177.7703297,27.29153775
5/20/2016,67.44460857,61.9797329,180.3417582,25.97768731
5/27/2016,67.87028246,62.91103261,183.3417582,27.65508326
6/3/2016,68.15898345,62.08184181,185.056044,29.97495728
6/10/2016,67.64151279,59.58773856,182.9131868,30.60570649
6/17/2016,64.86955039,56.97089956,180.7703297,31.35919146
6/24/2016,64.5739408,57.65979764,177.3417582,27.41172692
7/1/2016,63.68464168,56.2087155,178.8981742,30.14691422
7/8/2016,61.08943996,52.92361271,179.6400621,33.92213695
7/15/2016,59.45020976,50.14649502,173.3543478,31.23341613
7/22/2016,60.20271617,51.78739857,173.3543478,29.59251258
7/29/2016,56.61877449,49.44472195,169.0686335,28.20848113
8/5/2016,54.86024197,47.84373515,167.3543478,28.31878469
8/12/2016,58.90128851,49.78725458,168.7829193,27.61750129
8/19/2016,64.12803532,53.98431275,174.497205,28.38938722
8/26/2016,63.3916813,54.91687417,177.9257764,30.43819226
9/2/2016,59.92716036,55.20600635,179.7829193,31.76396691
9/9/2016,60.11758013,54.86637062,178.3543478,30.86136662
9/16/2016,58.94520548,55.13324986,178.3543478,30.59448738
9/23/2016,59.56258725,55.0061195,178.3543478,30.72161774
9/30/2016,60.6498692,56.02006929,177.1593168,28.66851051
10/7/2016,67.59680462,58.54354523,177.028882,26.03161302
10/14/2016,69.73762083,60.80912431,180.8860248,27.1200712
10/21/2016,68.27924066,61.53173242,184.8860248,29.87572397
10/28/2016,67.39480501,62.15294387,185.1717391,29.50295972
11/4/2016,60.43788751,58.18563923,184.028882,32.47647555
11/11/2016,58.01188162,55.09296532,178.028882,30.35175815
11/18/2016,60.59665265,55.92812562,175.1717391,27.0321258
11/25/2016,64.86671029,59.58724788,177.7431677,25.60902838
12/2/2016,67.33237426,59.01227205,180.6003106,28.66847626
12/9/2016,71.55249608,62.60675121,184.3145963,28.30381077
12/16/2016,73.32678546,64.33254109,187.3145963,29.18671654
12/23/2016,75.35077083,67.69242844,189.3145963,27.56595962
12/30/2016,77.32345584,69.66065415,189.7281573,25.95735224
1/6/2017,77.51470799,69.20147026,188.4952381,25.34443243
1/13/2017,75.73470783,67.39795398,189.0666667,27.64484312
1/20/2017,74.64670491,66.86006839,191.6380952,30.41875356
1/27/2017,74.47748419,65.81584813,192.0666667,31.83564462
2/3/2017,75.23059185,66.31817308,192.0666667,30.79281968
2/10/2017,74.51952883,66.56705025,190.9238095,29.55015369
2/17/2017,74.84156104,67.13413497,190.0666667,28.23772735
2/24/2017,75.9541241,65.23268438,190.0666667,30.13917794
3/3/2017,76.33427556,63.9630914,190.0666667,31.40877092
3/10/2017,75.76193214,64.78481352,190.0666667,30.5870488
3/17/2017,71.6195624,62.26980828,188.352381,31.61137081
3/24/2017,69.94826018,61.80890626,187.0666667,30.9542604
3/31/2017,71.511959,63.28147247,187.6664574,30.00325132
4/7/2017,75.13672938,66.30278412,189.1659341,28.28583246
4/14/2017,77.9039678,67.88159026,191.1659341,28.44615675
4/21/2017,73.78018377,66.27516506,191.1659341,30.05258196
4/28/2017,72.11129532,64.28926243,191.1659341,32.03848458
5/5/2017,70.73474832,61.7304704,191.1659341,34.59727662
5/12/2017,70.71191764,62.75965324,187.1659341,30.0898329
5/19/2017,74.39095128,64.42933972,187.1659341,28.42014643
5/26/2017,74.33107742,64.31279763,187.1659341,28.53668852
6/2/2017,69.79311126,62.08412227,187.1659341,30.76536387
6/9/2017,65.79441854,58.88597769,187.1659341,33.96350845
6/16/2017,63.98426026,56.47369647,180.4516484,30.53728035
6/23/2017,61.44511859,54.81267179,172.8802198,25.6144541
6/30/2017,63.20532486,55.60422306,171.8340523,23.91319197
7/7/2017,65.129683,57.12996754,173.5043478,24.6398784
7/14/2017,64.07609294,56.72829483,173.5043478,25.04155111
7/21/2017,64.91385645,58.22678987,173.5043478,23.54305607
7/28/2017,65.63328957,57.77014834,175.5043478,25.73882803
8/4/2017,68.01179783,60.53604825,178.9329193,25.95429458
8/11/2017,69.13428766,62.56347967,182.7900621,27.28090043
8/18/2017,67.61277938,62.77731282,184.5043478,28.55775051
8/25/2017,69.13648258,63.6737033,185.647205,28.65514885
9/1/2017,69.7410331,65.28653621,188.647205,29.65101159
9/8/2017,72.61330227,66.6005873,191.647205,30.76269615
9/15/2017,73.80781543,66.61629178,192.5043478,31.44659328
9/22/2017,74.45731023,65.97249125,192.5043478,32.09039381
9/29/2017,77.02620522,66.87132758,192.1118012,30.85021263
10/6/2017,75.91228658,65.74109798,189.7565217,29.9323731
10/13/2017,76.8504159,66.49291109,188.3279503,27.93832396
10/20/2017,78.0974257,67.43846683,187.7565217,26.49587381
10/27/2017,82.03008882,69.76888977,187.7565217,24.16545087
11/3/2017,85.27413172,72.52073397,192.6136646,25.63720916
11/10/2017,89.21718556,75.01401452,196.8993789,26.87063668
11/17/2017,87.83705253,74.23252848,197.7565217,28.39746433
11/24/2017,88.73465809,75.12514636,197.7565217,27.50484646
12/1/2017,88.87304267,75.09630228,199.7565217,29.27282097
12/8/2017,87.66309413,73.95251806,199.7565217,30.23180519
12/15/2017,87.60332959,73.77357506,196.8993789,27.88007614
12/22/2017,88.14203279,72.52653713,195.7565217,28.13332525
12/29/2017,89.42987834,72.25255722,195.7565217,28.40730516
1/5/2018,91.0053902,73.13695735,201.2444444,31.33171173
1/12/2018,91.87190749,73.60240911,202.1015873,31.61160159
1/19/2018,91.27136811,73.43243269,203.2444444,32.77536683
1/26/2018,91.69805142,73.89575509,203.2444444,32.31204443
2/2/2018,89.64457618,74.95412204,203.2444444,31.25367748
2/9/2018,86.36113405,73.19435906,202.3873016,32.26809884
2/16/2018,81.86046512,69.34626323,198.9587302,33.13482821
2/23/2018,85.0751143,70.04438951,197.2444444,30.9460187
3/2/2018,85.6095477,72.04258018,197.2444444,28.94782803
3/9/2018,84.87186553,70.95861778,197.2444444,30.03179043
3/16/2018,84.21196768,70.45031205,197.2444444,30.54009616
3/23/2018,89.6526893,74.05826992,197.2444444,26.93213829
3/30/2018,89.34835797,74.0673905,198.5440607,28.0531188
4/6/2018,89.35086391,74.17740808,194.3417582,24.28892517
4/13/2018,92.8620079,74.66767643,196.056044,25.28934005
4/20/2018,94.97076982,75.46240822,197.3417582,25.61262069
4/27/2018,99.3816751,79.47386736,203.3417582,26.81855285
5/4/2018,100.4548039,79.63674521,203.3417582,26.655675
5/11/2018,105.0700754,82.60695117,207.056044,26.91528271
5/18/2018,109.7861009,87.00053834,213.056044,27.73908684
5/25/2018,110.090418,88.20210705,215.3417582,28.52509577
6/1/2018,107.9996548,84.52279616,215.3417582,32.20440666
6/8/2018,104.3502985,81.87038949,211.056044,31.13010525
6/15/2018,105.7813035,81.33952359,209.3417582,30.17028793
6/22/2018,104.2729592,79.04504749,208.1989011,31.47097521
6/29/2018,109.2083675,81.36237112,207.7282555,28.74439454
7/6/2018,110.3239166,83.50255299,210.0472391,25.15072017
7/13/2018,108.5519551,82.7168269,210.0472391,25.93644626
7/20/2018,104.3993382,81.02891227,210.0472391,27.62436089
7/27/2018,107.2236753,83.58748082,211.7718106,26.56541967
8/3/2018,106.6273932,83.49298798,213.0652391,27.784633
8/10/2018,107.5512824,84.98702142,214.7898106,27.79022689
8/17/2018,106.8086529,86.61059066,218.0952391,28.46344336
8/24/2018,108.8145166,85.71420056,218.0952391,29.35983347
8/31/2018,112.9070881,87.65433963,221.1132391,30.04404222
9/7/2018,114.5260728,90.0554328,222.8378106,29.14257638
9/14/2018,116.9425154,91.28715798,226.2869534,30.91010586
9/21/2018,116.2044326,91.13291153,227.1492391,31.81416597
9/28/2018,120.1250864,92.28720688,229.1612391,32.40943584
10/5/2018,126.9064178,95.65062006,240.4018975,35.32050822
10/12/2018,125.5137039,94.94848319,242.7013261,38.02214819
10/19/2018,120.1123287,88.9600991,238.8210404,40.63637079
10/26/2018,116.9944143,84.97740765,234.9407547,41.24490075
11/2/2018,112.4691396,82.17244136,228.7610404,38.67620245
11/9/2018,104.8231129,74.89834714,218.8447547,37.32743952
11/16/2018,98.32846047,70.84967372,210.5093261,34.12791418
11/23/2018,90.92506884,68.20289176,207.6350404,34.27531726
11/30/2018,86.7834161,62.29807416,203.0361832,36.18112865
12/7/2018,87.14918759,62.68400553,200.4493261,33.54575629
12/14/2018,86.42191142,62.88007928,198.7247547,31.8500552
12/21/2018,80.85944389,61.49300055,197.4313261,32.11241344
12/28/2018,81.57072735,61.48807562,196.5690404,31.36752471
1/4/2019,81.92855358,61.09097,193.1884752,27.90100839
1/11/2019,86.65680473,64.09820429,192.8166667,24.33946237
1/18/2019,88.24221046,63.7696174,194.8286667,26.41761449
1/25/2019,90.32649557,63.87539281,196.8406667,28.06140429
2/1/2019,89.16863362,61.40337583,196.8406667,30.53342127
2/8/2019,90.79376719,64.4837216,196.8406667,27.4530755
2/15/2019,94.18409178,65.76130091,198.996381,28.05003035
2/22/2019,97.42078544,68.66282419,204.3138095,29.77235801
3/1/2019,95.40260043,68.97871882,206.6132381,31.45596648
3/8/2019,96.66254271,71.44715179,206.9006667,29.2374714
3/15/2019,97.9164228,74.33396577,209.056381,28.22519158
3/22/2019,98.14771668,75.51873613,206.9006667,25.16588706
3/29/2019,97.88901234,75.78511006,210.6372381,28.14870568
4/5/2019,101.6449502,77.14612908,209.4518681,25.75693017
4/12/2019,104.3248695,80.26994744,215.4878681,27.88180746
4/19/2019,104.7258699,81.69959602,217.0687253,27.82681727
4/26/2019,110.1027827,84.05711233,220.5178681,28.46855561
5/3/2019,107.0923692,81.1453572,214.4818681,26.13161509
5/10/2019,105.5585897,78.14511265,211.6075824,26.63248075
5/17/2019,108.9862663,80.13119578,214.4818681,27.14577651
5/24/2019,105.389148,79.62157089,220.3741538,32.77912811
5/31/2019,100.6214222,75.02519818,217.2124396,34.62618405
6/7/2019,91.20737885,67.45166937,208.5895824,34.70157621
6/14/2019,92.22269443,68.68395421,207.0087253,32.09463298
6/21/2019,95.0582551,69.45691047,207.0087253,31.32167673
6/28/2019,96.95611634,72.31374244,207.0087253,28.46484475
7/5/2019,92.63576317,73.13315787,205.1858696,22.2603374
7/12/2019,96.80870299,77.0008706,207.3415839,20.26715884
7/19/2019,93.11614647,75.07322943,209.928441,24.44424099
7/26/2019,93.17741695,72.63783592,210.2158696,27.1295724
8/2/2019,94.90213928,73.8829334,210.2158696,25.88447492
8/9/2019,88.28418396,72.63074276,210.2158696,27.13666556
8/16/2019,90.10978787,73.99191816,210.2158696,25.77549016
8/23/2019,92.15784216,74.22229202,210.2158696,25.5451163
8/30/2019,92.57450696,74.75680646,211.5092981,26.13532235
9/6/2019,91.72241858,73.1030325,213.2338696,29.28872364
9/13/2019,93.2789336,76.74964014,213.2338696,25.642116
9/20/2019,101.6649291,85.52538556,217.1141553,20.24053208
9/27/2019,98.899876,82.30294555,216.2518696,22.71315842
10/4/2019,92.49816756,79.26234294,211.8098199,21.89110912
10/11/2019,93.30689929,82.6080878,211.0694783,17.90158895
10/18/2019,93.8321665,81.69928708,211.0694783,18.81038967
10/25/2019,94.50429352,77.49304072,211.0694783,23.01663603
11/1/2019,94.51615427,75.87831531,211.0694783,24.63136144
11/8/2019,95.84794589,80.57866623,212.3629068,21.05573102
11/15/2019,96.97748793,82.82124904,215.2371925,21.31252709
11/22/2019,97.1493693,80.86476818,216.0994783,24.01882161
11/29/2019,97.84708375,80.29736672,216.0994783,24.58622307
12/6/2019,95.66886807,78.17365441,216.0994783,26.70993538
12/13/2019,97.53052587,77.17624369,216.0994783,27.7073461
12/20/2019,100.5006827,76.64867248,216.0994783,28.23491731
12/27/2019,99.98744287,76.43633948,216.961764,29.19706398
1/3/2020,98.99717023,75.88475042,222.9752983,34.97781335
1/10/2020,100.5660605,76.08839056,224.2884835,35.91607337
1/17/2020,97.56796717,73.50810507,222.8513407,37.24666942
1/24/2020,95.36644458,72.44474508,221.2704835,36.93537103
1/31/2020,89.09391352,68.40349289,216.3841978,36.72767912
2/7/2020,84.09003016,67.88080774,214.6596264,35.75073693
2/14/2020,84.80224229,69.39988274,214.6596264,34.23166193
2/21/2020,88.47717323,70.63717154,214.0847692,32.49449735
2/28/2020,81.53051851,66.51111552,213.2224835,35.87073971
3/6/2020,79.03878637,63.82451086,211.3541978,36.93274809
3/13/2020,52.93760583,48.33460662,192.0964835,35.67681383
3/20/2020,47.23459224,37.0101288,179.4496264,36.00402456
3/27/2020,43.39941973,30.81825404,179.4496264,42.19589933
4/3/2020,40.58768281,28.57864583,178.2617433,43.40256569
4/10/2020,42.95561533,28.2675532,177.78659,43.30048159
4/17/2020,34.5717832,27.39434796,177.78659,44.17368683
4/24/2020,29.33409106,30.20588879,177.78659,41.362146
5/1/2020,30.30626927,34.35515357,178.9363043,38.21263277
5/8/2020,44.25509429,41.21670564,179.79859,32.10089436
5/15/2020,47.54586019,41.33789335,181.5231614,33.47933399
5/22/2020,56.30994364,44.91022688,180.9483043,29.40712468